uid	Status	Filename	Sequence	Page	NameString	NameStringSic	Genus	GenusSic	Subgenus	OrigAuthor	CombAuthor	Citation	Cit1Author	Cit1NameString	Cit1Title	Cit1Volume	Cit1Number	Cit1Date	Cit1Pages	Cit1Status	Cit1Other	Cit2	Cit3	Cit4	varr	publication	leftovers	AfterDash	bid	extra_lines_flag	Iteration	Unicode	AdditionCorrection	TaxonRankID	IsHomonym	RLPComments	Flag
158922	1	SIL34_02_09_0119	45	2125	elongata	0	Blatta	0			Palisot de B.	Ins. Afr. Amér. (—) 1813-20, 183			Ins. Afr. Amér.	(—)		1813-20	183							Ins Afr Amér				0	1	elongata Blatta, Palisot de B., Ins. Afr. Amér. (—) 1813-20, 183.	0	70	0		0
158925	1	SIL34_02_09_0119	48	2125	elongatus	0	Botryllus	0			S. d. Chiaje	Mem. An. s. vert. Napoli, III (—) 1828, 93			Mem. An. s. vert. Napoli, III	(—)		1828	93							Mem An s vert Napoli				0	1	elongatus Botryllus, S. d. Chiaje, Mem. An. s. vert. Napoli, III (—) 1828, 93.	0	70	0		0
159097	1	SIL34_02_09_0123	11	2129	elongatus	0	Elater	0			Palisot de B.	Ins. Afr. Amér. (—) 1807, 78			Ins. Afr. Amér.	(—)		1807	78							Ins Afr Amér				0	1	elongatus Elater, Palisot de B., Ins. Afr. Amér. (—) 1807, 78.	0	70	0		0
159490	1	SIL34_02_09_0130	42	2136	elongatus	0	Scarabaeus	0			Palisot de B.	Ins. Afr. Amér. (—) 1812, 104			Ins. Afr. Amér.	(—)		1812	104							Ins Afr Amér				0	1	elongatus Scarabaeus, Palisot de B., Ins. Afr. Amér. (—) 1812, 104.	0	70	0		0
160043	1	SIL34_02_09_0143	47	2149	emphytiformis	0	Sesia	0			Herrich-S.	Syst. Bearb. Schmett. Europ. II (—) 1846, 75			Syst. Bearb. Schmett. Europ. II	(—)		1846	75							Syst Bearb Schmett Europ				0	1	emphytiformis Sesia, Herrich-S., Syst. Bearb. Schmett. Europ. II (—) 1846, 75.	0	70	0		0
160214	1	SIL34_02_09_0147	15	2153	Encrasicholus	0		0			Lacepède	H. N. Poiss. V. 1803, 382, f. n.			H. N. Poiss. V.			1803	382, f. n.							H N Poiss	[<em>err.</em> Jordan ; <em>non usu gen.,</em> p. 455]			1	2	Encrasicholus Lacepède, H. N. Poiss. V. 1803, 382, f. n. [<em>err.</em> Jordan ; <em>non usu gen.,</em> p. 455].	0	60	1		0
160243	1	SIL34_02_09_0147	44	2153	Endagria	0		0			J. A. Boisduval	Ic. hist. lepidopt. Europe, II (—) 1837, 176			Ic. hist. lepidopt. Europe, II	(—)		1837	176							Ic hist lepidopt Europe		Lep.		0	1	Endagria J. A. Boisduval, Ic. hist. lepidopt. Europe, II (—) 1837, 176.—Lep.	0	60	0		0
160520	1	SIL34_02_09_0154	2	2160	Entelodon	0		0			A. Aymard	Ann. Soc. Agric. Puy, XII. 1842-46, 1846, 1848 (wrapper), 227			Ann. Soc. Agric. Puy, XII.			1842-46, 1846, 1848 (wrapper)	227							Ann Soc Agric Puy		M.		1	1	Entelodon A. Aymard, Ann. Soc. Agric. Puy, XII. 1842-46, 1846, 1848 (wrapper), 227.[—M.	0	60	0		0
160714	1	SIL34_02_09_0157	36	2163	Epargyres	0		0			J. Huebner	Exot. Schmett. II. Tab. [146]			Exot. Schmett. II. Tab. [146]			[<em>die non det.</em>]		[<em>n. et f.</em>].						Exot Schmett II Tab		Lep.		0	1	Epargyres J. Huebner, Exot. Schmett. II. Tab. [146] [<em>die non det.</em>].—Lep. [<em>n. et f.</em>].	0	60	0		0
161221	1	SIL34_02_09_0167	31	2173	Epirrhantes	0		0			J. Huebner	Exot. Schmett. II. Tab. [219]			Exot. Schmett. II. Tab. [219]			[<em>die non det.</em>]		[<em>n. et f.</em>].						Exot Schmett II Tab		Lep.		0	1	Epirrhantes J. Huebner, Exot. Schmett. II. Tab. [219] [<em>die non det.</em>].—Lep. [<em>n. et f.</em>].	0	60	0		0
161294	1	SIL34_02_09_0168	50	2174	epistygne	0	Erebia (Huebn.)	0			J. A. Boisduval	Ic. hist. lépidopt. Europe, I (—) 1833, 158			Ic. hist. lépidopt. Europe, I	(—)		1833	158							Ic hist lépidopt Europe		Papilio.		1	1	epistygne Erebia (Huebn.), J. A. Boisduval, Ic. hist. lépidopt. Europe, I (—) 1833, 158.—Papilio.	0	70	0		0
161413	1	SIL34_02_09_0171	11	2177	equestraria	0	Phalaena Geometra	0			E. J. C. Esper	Die Schmett. V. pl. l			Die Schmett. V. pl. l			[1800-6]		[<em>n. et f.</em>]						Die Schmett V pl l				0	1	equestraria Phalaena Geometra, E. J. C. Esper, Die Schmett. V. pl. l [<em>n. et f.</em>] [1800-6].	0	70	0		0
161652	1	SIL34_02_09_0175	42	2181	Eremia	0		0			Herrich-S.	Syst. Bearb. Schmett. Europ. III (—) 1847, 35			Syst. Bearb. Schmett. Europ. III	(—)		1847	35							Syst Bearb Schmett Europ		Lep.		0	1	Eremia Herrich-S., Syst. Bearb. Schmett. Europ. III (—) 1847, 35.—Lep.	0	60	0		0
162029	1	SIL34_02_09_0182	53	2188	eriopoda	0	Ophiusa	0			Herrich-S.	Syst. Bearb. Schmett. Europ. II (—) 1850-51, 413			Syst. Bearb. Schmett. Europ. II	(—)		1850-51	413							Syst Bearb Schmett Europ				0	1	eriopoda Ophiusa, Herrich-S., Syst. Bearb. Schmett. Europ. II (—) 1850-51, 413.	0	70	0		0
162830	1	SIL34_02_09_0199	45	2205	erythrogrammon	0	Ochetostoma	0			E. Rueppell & Leuckart	Atlas zu Rueppell, Reise (Senckenb. Nat. Ges.) Wirbellose Thiere (—) 1830 <em>vel</em> 1831, 7			Atlas zu Rueppell, Reise (Senckenb. Nat. Ges.) Wirbellose Thiere	(—)		1830 <em>vel</em> 1831	7							Atlas zu Rueppell				1	1	erythrogrammon Ochetostoma, E. Rueppell & Leuckart, Atlas zu Rueppell, Reise (Senckenb. Nat. Ges.) Wirbellose Thiere (—) 1830 <em>vel</em> 1831, 7.	0	70	0		0
163090	1	SIL34_02_09_0206	29	2212	erythropygus	0	Cercopithecus	0			W. Macgillivray in Cuvier	Anim. Kingd. I [fo. Edinb.], [155 (<em>c.</em> Aug. 1838)	Cuvier		Anim. Kingd. I [fo. Edinb.], 155			(<em>c.</em> Aug. 1838)								Anim Kingd				1	1	erythropygus Cercopithecus, W. Macgillivray in Cuvier, Anim. Kingd. I [fo. Edinb.], [155 (<em>c.</em> Aug. 1838).	0	70	0		0
163205	1	SIL34_02_09_0209	1	2215	erythrotorax	0	Columba	0			C. J. Temminck in Knip	Les Pigeons, III (—) 1811, 15	Knip		Les Pigeons, III	(—)		1811	15							Les Pigeons				0	1	erythrotorax Columba, C. J. Temminck in Knip, Les Pigeons, III (—) 1811, 15.	0	70	0		0
163241	1	SIL34_02_09_0209	37	2215	erythrura	0	Lacerta	0			H. R. Schinz	Nat. Abb. Rept. (—) 1834, 102			Nat. Abb. Rept.	(—)		1834	102							Nat Abb Rept				0	1	erythrura Lacerta, H. R. Schinz, Nat. Abb. Rept. (—) 1834, 102.	0	70	0		0
163755	1	SIL34_02_09_0219	16	2225	Eucheirus	0		0			W. Kirby	Introd. Ent., ed. 5, IV. 1828, Ind. col. [<em>n. n.</em>], <em>teste</em> Lucas ; in Hope, Col. Man. 1837, 24			Introd. Ent., ed. 5, IV.			1828	Ind. col.			in Hope, Col. Man. 1837, 24				Introd Ent	[<em>n. n.</em>], <em>teste</em> Lucas	Col.		0	2	Eucheirus W. Kirby, Introd. Ent., ed. 5, IV. 1828, Ind. col. [<em>n. n.</em>], <em>teste</em> Lucas ; in Hope, Col. Man. 1837, 24.—Col.	0	60	1		0
163878	1	SIL34_02_09_0221	36	2227	eucrate	0	Papilio (Pleb.)	0			E. J. C. Esper	Die Schmett. I. pl. 124, cont. 79, f. 6, ? 1788 ; Suppl. 1-4 Theils, 1830, 36			Die Schmett. I. pl. 124, cont. 79, f. 6			? 1788				Suppl. 1-4 Theils, 1830, 36				Die Schmett I pl				1	2	eucrate Papilio (Pleb.), E. J. C. Esper, Die Schmett. I. pl. 124, cont. 79, f. 6, ? 1788 ; Suppl. 1-4 Theils, 1830, 36.	0	70	0		0
163931	1	SIL34_02_09_0222	37	2228	Eudesmia	0		0			J. Huebner	Exot. Schmett. II. Tab. [187]			Exot. Schmett. II. Tab. [187]			[<em>die non det.</em>]		[<em>n. et f.</em>].						Exot Schmett II Tab		Lep.		0	1	Eudesmia J. Huebner, Exot. Schmett. II. Tab. [187] [<em>die non det.</em>].—Lep. [<em>n. et. f.</em>].	0	60	0		0
164126	1	SIL34_02_09_0226	19	2232	Eulepte	0		0			J. Huebner	Exot. Schmett. II. Tab. [225]			Exot. Schmett. II. Tab. [225]			[<em>die non det.</em>]		[<em>n. et f.</em>].						Exot Schmett II Tab		Lep.		0	1	Eulepte J. Huebner, Exot. Schmett. II. Tab. [225] [<em>die non det.</em>].—Lep. [<em>n. et f.</em>].	0	60	0		0
164163	1	SIL34_02_09_0226	56	2232	Eumaea	0		0			J. Huebner	Exot. Schmett. III. Tab. [—]			Exot. Schmett. III. Tab. [--]			[<em>die not det.</em>]		[<em>n. et f.</em>]						Exot Schmett III Tab		Lep.		0	1	Eumaea J. Huebner, Exot. Schmett. III. Tab. [—] [<em>die not det.</em>].—Lep. [<em>n. et f.</em>].	0	60	0		0
164305	1	SIL34_02_09_0229	36	2235	evonymaria	0	Pericallia (D. & S.)	0			Herrich-S.	Syst. Bearb. Schmett. Europ. III (—) 1847, 48			Syst. Bearb. Schmett. Europ. III	(—)		1847	48							Syst Bearb Schmett Europ		Geometra, 1775.		1	1	evonymaria Pericallia (D. & S.), Herrich-S., Syst. Bearb. Schmett. Europ. III (—) 1847, 48.—Geometra, 1775.	0	70	0		0
164508	1	SIL34_02_09_0233	36	2239	euplaeana	0	Sabella	0			S. d. Chiaje	Mem. An. s. vert. Napoli, III (—) 1828, 226			Mem. An. s. vert. Napoli, III	(—)		1828	226							Mem An s vert Napoli				0	1	euplaeana Sabella, S. d. Chiaje, Mem. An. s. vert. Napoli, III (—) 1828, 226.	0	70	0		0
165021	1	SIL34_02_10_0003	21	2249	Eurytides	0		0			J. Huebner	Exot. Schmett. II. Tab. [9]			Exot. Schmett. II. Tab. [9]			[<em>die non det.</em>]		[<em>n. et f.</em>].						Exot Schmett II Tab		Lep.		0	1	Eurytides J. Huebner, Exot. Schmett. II. Tab. [9] [<em>die non det.</em>].—Lep. [<em>n. et f.</em>].	0	60	0		0
165193	1	SIL34_02_10_0006	31	2252	eutilotus	0	Brachypus	0			Jardine & Selby	Ill. Orn., pl. 3, n. s., 1836 [=euptilotus].			Ill. Orn.			1836	pl. 3, n. s.							Ill Orn	[=euptilotus].			0	12	eutilotus Brachypus, Jardine & Selby, Ill. Orn., pl. 3, n. s., 1836 [=euptilotus].	0	70	0		0
165327	1	SIL34_02_10_0009	3	2255	evenus	0	Coronis	0			J. A. Boisduval in Cuvier	Règne Anim., disciples' ed. [? 1846] expl. to [pl. 145	Cuvier		Règne Anim., disciples' ed.			[? 1846]	expl. to pl. 145							Règne Anim				1	1	evenus Coronis, J. A. Boisduval in Cuvier, Règne Anim., disciples' ed. [? 1846] expl. to [pl. 145.	0	70	0		0
165373	1	SIL34_02_10_0009	49	2255	evias	0	Erebia (God.)	0			J. A. Boisduval	Ic. hist. lépidopt. Europe, I (—) 1833, 156			Ic. hist. lépidopt. Europe, I	(—)		1833	156							Ic hist lépidopt Europe		Satyrus.		0	1	evias Erebia (God.), J. A. Boisduval, Ic. hist. lépidopt. Europe, I (—) 1833, 156.—Satyrus.	0	70	0		0
165600	1	SIL34_02_10_0014	17	2260	exaratus	0	Scarabaeus	0			Palisot de B.	Ins. Afr. Amér. (—) 1813-20, 210			Ins. Afr. Amér.	(—)		1813-20	210							Ins Afr Amér				0	1	exaratus Scarabaeus, Palisot de B., Ins. Afr. Amér. (—) 1813-20, 210.	0	70	0		0
165846	1	SIL34_02_10_0103	8	2349	femorata	0	Naucoris	0			Palisot de B.	Ins. Afr. Amér. (—) 1813-20, 237			Ins. Afr. Amér.	(—)		1813-20	237							Ins Afr Amér				0	1	femorata Naucoris, Palisot de B., Ins. Afr. Amér. (—) 1813-20, 237.	0	70	0		0
165944	1	SIL34_02_10_0134	46	2380	filacearia	0	Acidalia	0			Herrich-S.	Syst. Bearb. Schmett. Europ. III (—) 1847, 27			Syst. Bearb. Schmett. Europ. III	(—)		1847	27							Syst Bearb Schmett Europ				0	1	filacearia Acidalia, Herrich-S., Syst. Bearb. Schmett. Europ. III (—) 1847, 27.	0	70	0		0
166039	1	SIL34_02_10_0213	43	2459	flexuosa	0	Amphitrite	0			S. d. Chiaje	Mem. An. s. vert. Napoli, III (—) 1828, 180			Mem. An. s. vert. Napoli, III	(—)		1828	180							Mem An s vert Napoli				0	1	flexuosa Amphitrite, S. d. Chiaje, Mem. An. s. vert. Napoli, III (—) 1828, 180.	0	70	0		0
166879	1	SIL34_02_10_0031	12	2277	exsoletaria	0	Larentia	0			Herrich-S.	Syst. Bearb. Schmett. Europ. III (—) 1848, 174			Syst. Bearb. Schmett. Europ. III	(—)		1848	174							Syst Bearb Schmett Europ				0	1	exsoletaria Larentia, Herrich-S., Syst. Bearb. Schmett. Europ. III (—) 1848, 174.	0	70	0		0
167145	1	SIL34_02_10_0036	28	2282	expressaria	0	Eupithecia	0			Herrich-S.	Syst. Bearb. Schmett. Europ. III (—) 1848, 121			Syst. Bearb. Schmett. Europ. III	(—)		1848	121							Syst Bearb Schmett Europ				0	1	expressaria Eupithecia, Herrich-S., Syst. Bearb. Schmett. Europ. III (—) 1848, 121.	0	70	0		0
167258	1	SIL34_02_10_0038	31	2284	extensaria	0	Eupithecia	0			Herrich-S.	Syst. Bearb. Schmett. Europ. III (—) 1848, 122			Syst. Bearb. Schmett. Europ. III	(—)		1848	122							Syst Bearb Schmett Europ				0	1	extensaria Eupithecia, Herrich-S., Syst. Bearb. Schmett. Europ. III (—) 1848, 122.	0	70	0		0
167627	1	SIL34_02_10_0316	51	2562	fumata	0	Doris	0			E. Rueppell & Leuckart in Atlas zu Rueppell	Reise (Senckenb. Nat. Ges.) Wirbellose Thiere (—) 1830 <em>vel</em> 1831, 29	Atlas zu Rueppell		Reise (Senckenb. Nat. Ges.) Wirbellose Thiere	(—)		1830 <em>vel</em> 1831	29							Reise				1	1	fumata Doris, E. Rueppell & Leuckart in Atlas zu Rueppell, Reise (Senckenb. Nat. Ges.) Wirbellose Thiere (—) 1830 <em>vel</em> 1831, 29.	0	70	0		0
168029	1	SIL34_02_10_0046	43	2292	faedatus	0	Hister	0			J. Le Conte	Proc. Boston Soc. N. H. I (—) 1844, 185 ; Boston Journ. N. H. V. (1) 1845, 50			Proc. Boston Soc. N. H. I	(—)		1844	185			Boston Journ. N. H. V. (1) 1845, 50				Proc Boston Soc N H				1	2	faedatus Hister, J. Le Conte, Proc. Boston Soc. N. H. I (—) 1844, 185 ; Boston Journ. N. H. V. (1) 1845, 50.	0	70	0		0
168443	1	SIL34_02_10_0056	43	2302	falsalis	0	Nycteola	0			Herrich-S.	Syst. Bearb. Schmett. Europ. II (—) 1850-51, 444			Syst. Bearb. Schmett. Europ. II	(—)		1850-51	444							Syst Bearb Schmett Europ				0	1	falsalis Nycteola, Herrich-S., Syst. Bearb. Schmett. Europ. II (—) 1850-51, 444.	0	70	0		0
168867	1	SIL34_02_10_0065	7	2311	fasciatus	0	Blepharis	0			E. Rueppell in Atlas zu Rueppell	Reise (Senckenb. Nat. Ges.) Fische (—) 1830 <em>vel</em> 1831, 129	Atlas zu Rueppell		Reise (Senckenb. Nat. Ges.) Fische	(—)		1830 <em>vel</em> 1831	129							Reise				1	1	fasciatus Blepharis, E. Rueppell in Atlas zu Rueppell, Reise (Senckenb. Nat. Ges.) Fische (—) 1830 <em>vel</em> 1831, 129.	0	70	0		0
169352	1	SIL34_02_10_0075	35	2321	fasciatus	0	Philortyx	0			J. Gould	Mon. Odontophorinae (2) 1846, pl. 14.&#x2014;Ortyx, 1844.			Mon. Odontophorinae (2)			1846	pl. 14							Mon Odontophorinae		Ortyx, 1844.		0	12	fasciatus Philortyx. J. Gould, Mon. Odontophorinae (2) 1846, pl. 14.—Ortyx, 1844.	0	70	0		0
169422	1	SIL34_02_10_0077	9	2323	fasciatus	0	Reduvius	0			Palisot de B.	Ins. Afr. Amér. (—) 1807, 65			Ins. Afr. Amér.	(—)		1807	65							Ins Afr Amér				0	1	fasciatus Reduvius, Palisot de B., Ins. Afr. Amér. (—) 1807, 65.	0	70	0		0
169488	1	SIL34_02_10_0078	23	2324	fasciata	0	[Strongylopus] (Boie)	0			J. J. Tschudi	Classif. Batrach. 1838— <em>ex</em> Mém. Soc. Sci. Nat. Neuchâtel, II. 1839 [1840], 39			Classif. Batrach.			1838								Classif Batrach	<em>ex</em> Mém. Soc. Sci. Nat. Neuchâtel, II. 1839 [1840], 39	Rana, ? D. & B.		1	1	fasciata [Strongylopus] (Boie), J. J. Tschudi, Classif. Batrach. 1838— <em>ex</em> Mém. Soc. Sci. Nat. Neuchâtel, II. 1839 [1840], 39.—Rana, ? D. & B.	0	70	0		0
169573	1	SIL34_02_10_0080	4	2326	fasciata	0	Ulula	0			O. Des Murs	Icon. Ornith., livr. 7 (<em>post</em> Jan. 1847)			Icon. Ornith.	livr. 7		(<em>post</em> Jan. 1847)								Icon Ornith				0	1	fasciata Ulula, O. Des Murs, Icon. Ornith., livr. 7 (<em>post</em> Jan. 1847).	0	70	0		0
169664	1	SIL34_02_10_0081	48	2327	fascicularia	0	Anatifa (Mont.)	0			T. Brown	Ill. Conch. G. B. I. 1827, pl. v, f. 2.—Lepas fasc			Ill. Conch. G. B. I.			1827	pl. v, f. 2							Ill Conch G B		Lepas fasc—aris, 1803.		1	1	fascicularia Anatifa (Mont.), T. Brown, Ill. Conch. G. B. I. 1827, pl. v, f. 2.—Lepas fasc—aris, 1803.	0	70	0		0
169762	1	SIL34_02_10_0084	2	2330	fasciculella	0	Psyche	0			Herrich-S.	Bearb. Schmett. Europ. II (—) 1846, 19			Bearb. Schmett. Europ. II	(—)		1846	19							Bearb Schmett Europ				0	1	fasciculella Psyche, Herrich-S., Bearb. Schmett. Europ. II (—) 1846, 19.	0	70	0		0
169784	1	SIL34_02_10_0084	24	2330	fascifera	0	Pentatoma	0			Palisot de B.	Ins. Afr. Amér. (—) 1813-20, 150			Ins. Afr. Amér.	(—)		1813-20	150							Ins Afr Amér				0	1	fascifera Pentatoma, Palisot de B., Ins. Afr. Amér. (—) 1813-20, 150.	0	70	0		0
169825	1	SIL34_02_10_0085	13	2331	fasciolarinus	0	Fusus	0			J. P. S. de Grateloup	Atlas to Conch. foss. tert. Adour, 1840-46 [<em>vero propius</em> 1847], Turbinelles, pl. ii			Atlas to Conch. foss. tert. Adour			1840-46 [<em>vero propius</em> 1847]	Turbinelles, pl. ii							Atlas to Conch foss tert Adour				1	1	fasciolarinus Fusus, J. P. S. de Grateloup, Atlas to Conch. foss. tert. Adour, 1840-46 [<em>vero propius</em> 1847], Turbinelles, pl. ii.	0	70	0		0
170701	1	SIL34_02_10_0104	13	2350	femoratus	0	Tenebrio	0			Palisot de B.	Ins. Afr. Amér. (—) 1813-20, 163			Ins. Afr. Amér.	(—)		1813-20	163							Ins Afr Amér				0	1	femoratus Tenebrio, Palisot de B., Ins. Afr. Amér. (—) 1813-20, 163.	0	70	0		0
171426	1	SIL34_02_10_0118	25	2364	ferruginea	0	Limnea	0			S. S. Haldeman	Mon. Limniades N. Amer., wrapper of (3) July 1841 [3]			Mon. Limniades N. Amer.			wrapper of (3) July 1841	[3]							Mon Limniades N Amer				1	1	ferruginea Limnea, S. S. Haldeman, Mon. Limniades N. Amer., wrapper of (3) July 1841 [3].	0	70	0		0
171464	1	SIL34_02_10_0119	19	2365	ferruginea	0	Natica	0			J. P. S. de Grateloup	Atlas to Conch. foss. tert. Adour, 1840-46 [<em>vero propius</em> 1847], Natices, pl. 1			Atlas to Conch. foss. tert. Adour			1840-46 [<em>vero propius</em> 1847]	Natices, pl. 1							Atlas to Conch foss tert Adour		Ampullaria, 1828.		1	1	ferruginea Natica, J. P. S. de Grateloup, Atlas to Conch. foss. tert. Adour, 1840-46 [<em>vero propius</em> 1847], Natices, pl. 1.—Ampullaria, 1828.	0	70	0		0
171501	1	SIL34_02_10_0120	8	2366	ferruginea	0	Phasma	0			Palisot de B.	Ins. Afr. Amér. (—) 1813-20, 167			Ins. Afr. Amér.	(—)		1813-20	167							Ins Afr Amér				0	1	ferruginea Phasma, Palisot de B., Ins. Afr. Amér. (—) 1813-20, 167.	0	70	0		0
171535	1	SIL34_02_10_0120	42	2366	ferrugineus	0	Scarabaeus	0			Palisot de B.	Ins. Afr. Amér. (—) 1809, 90			Ins. Afr. Amér.	(—)		1809	90							Ins Afr Amér				0	1	ferrugineus Scarabaeus, Palisot de B., Ins. Afr. Amér. (—) 1809, 90.	0	70	0		0
171572	1	SIL34_02_10_0121	32	2367	ferrugineus	0	Tabanus	0			Palisot de B.	Ins. Afr. Amér. (—) 1813-20, 221			Ins. Afr. Amér.	(—)		1813-20	221							Ins Afr Amér				0	1	ferrugineus Tabanus, Palisot de B., Ins. Afr. Amér. (—) 1813-20, 221.	0	70	0		0
171704	1	SIL34_02_10_0124	13	2370	ferussacii	0	Asteria	0			S. d. Chiaje	Mem. An. s. vert. Napoli, III (—) 1828, 79			Mem. An. s. vert. Napoli, III	(—)		1828	79							Mem An s vert Napoli				0	1	ferussacii Asteria, S. d. Chiaje, Mem. An. s. vert. Napoli, III (—) 1828, 79.	0	70	0		0
172452	1	SIL34_02_10_0139	29	2385	filigerus	0	Lumbricus (Bl.)	0			S. d. Chiaje	Mem. An. s. vert. Napoli, III (—) 1828, 178			Mem. An. s. vert. Napoli, III	(—)		1828	178							Mem An s vert Napoli		Cirrhineris.		1	1	filigerus Lumbricus (Bl.), S. d. Chiaje, Mem. An. s. vert. Napoli, III (—) 1828, 178.—Cirrhineris.	0	70	0		0
172898	1	SIL34_02_10_0148	11	2394	fimetarii	0	Abraeus	0			J. Le Conte	Proc. Boston Soc. N. H. I (—) 1844, 187 ; Boston Journ. N. H. V (1) 1845, 84			Proc. Boston Soc. N. H. I	(—)		1844	187			Boston Journ. N. H. V (1) 1845, 84				Proc Boston Soc N H				1	2	fimetarii Abraeus, J. Le Conte, Proc. Boston Soc. N. H. I (—) 1844, 187 ; Boston Journ. N. H. V (1) 1845, 84.	0	70	0		0
173126	1	SIL34_02_10_0152	35	2398	fissicornis	0	Bolboceras	0			E. Mulsant	Ann. Soc. Agric. Lyon, VI (—) 1843, 280			Ann. Soc. Agric. Lyon, VI	(—)		1843	280							Ann Soc Agric Lyon				0	1	fissicornis Bolboceras, E. Mulsant, Ann. Soc. Agric. Lyon, VI (—) 1843, 280.	0	70	0		0
173274	1	SIL34_02_10_0155	28	2401	fistulosa	0	Spongia	0			S. d. Chiaje	Mem. An. s. vert. Napoli, III (—) 1828, 113			Mem. An. s. vert. Napoli, III	(—)		1828	113							Mem An s vert Napoli				0	1	fistulosa Spongia, S. d. Chiaje, Mem. An. s. vert. Napoli, III (—) 1828, 113.	0	70	0		0
174025	1	SIL34_02_10_0170	19	2416	flavescens	0	Phytoecia	0			E. Mulsant	Ann. Soc. Agric. Lyon, VI (—) 1843, 284			Ann. Soc. Agric. Lyon, VI	(—)		1843	284							Ann Soc Agric Lyon				0	1	flavescens Phytoecia, E. Mulsant, Ann. Soc. Agric. Lyon, VI (—) 1843, 284.	0	70	0		0
174098	1	SIL34_02_10_0172	3	2418	flavicans	0	Setina	0			J. A. Boisduval	Ic. hist. lépidopt. Europe, II (—) 1834, 110			Ic. hist. lépidopt. Europe, II	(—)		1834	110							Ic hist lépidopt Europe				0	1	flavicans Setina, J. A. Boisduval, Ic. hist. lépidopt. Europe, II (—) 1834, 110.	0	70	0		0
174209	1	SIL34_02_10_0174	48	2420	flavo-cinctus	0	Dadoychus	0			A. Chevrolat	Revue Entom. I (—) 1833, Descr. d'esp. nouv., [no. 14			Revue Entom. I	(—)		1833								Revue Entom	Descr. d'esp. nouv., [no. 14			1	1	flavo-cinctus Dadoychus, A. Chevrolat, Revue Entom. I (—) 1833, Descr. d'esp. nouv., [no. 14.	0	70	0		0
174693	1	SIL34_02_10_0184	26	2430	flavigaster	0	Dryocopus (Sw.)	0			O. Des Murs	Icon. Ornith., livr. 9 (<em>post</em> July 1847)			Icon. Ornith.	livr. 9		(<em>post</em> July 1847)								Icon Ornith		Xiphorhynchus.		1	1	flavigaster Dryocopus (Sw.), O. Des Murs, Icon. Ornith., livr. 9 (<em>post</em> July 1847).—Xiphorhynchus.	0	70	0		0
174949	1	SIL34_02_10_0189	31	2435	flavimarginata	0	Muraena	0			E. Rueppell in Atlas zu Rueppell	Reise (Senckenb. Nat. Ges.) Fische (—) 1830 <em>vel</em> 1831, 119	Atlas zu Rueppell		Reise (Senckenb. Nat. Ges.) Fische	(—)		1830 <em>vel</em> 1831	119							Reise				1	1	flavimarginata Muraena, E. Rueppell in Atlas zu Rueppell, Reise (Senckenb. Nat. Ges.) Fische (—) 1830 <em>vel</em> 1831, 119.	0	70	0		0
174957	1	SIL34_02_10_0189	39	2435	flavimarginatus	0	Serranus	0			E. Rueppell in Atlas zu Rueppell	Reise (Senckenb. Nat. Ges.) Fische (—) 1830 <em>vel</em> 1831, 109	Atlas zu Rueppell		Reise (Senckenb. Nat. Ges.) Fische	(—)		1830 <em>vel</em> 1831	109							Reise				0	1	flavimarginatus Serranus, E. Rueppell in Atlas zu Rueppell, Reise (Senckenb. Nat. Ges.) Fische (—) 1830 <em>vel</em> 1831, 109.	0	70	0		0
175643	1	SIL34_02_10_0203	1	2449	flaviumbrinus	0	Salaris	0			E. Rueppell	in Atlas zu Rueppell, Reise (Senckenb. Nat. Ges.) Fische (—) 1830 <em>vel</em> 1831, 113			in Atlas zu Rueppell, Reise (Senckenb. Nat. Ges.) Fische	(—)		1830 <em>vel</em> 1831	113							Atlas zu Rueppell				1	9	flaviumbrinus Salaris, E. Rueppell, in Atlas zu Rueppell, Reise (Senckenb. Nat. Ges.) Fische (—) 1830 <em>vel</em> 1831, 113.	0	70	0		0
176170	1	SIL34_02_10_0215	28	2461	flexuosa	0	Nereis	0			S. d. Chiaje	Mem. An. s. vert. Napoli, II (—) 1827, 425			Mem. An. s. vert. Napoli, II	(—)		1827	425							Mem An s vert Napoli				0	1	flexuosa Nereis, S. d. Chiaje, Mem. An. s. vert. Napoli, II (—) 1827, 425.	0	70	0		0
176183	1	SIL34_02_10_0215	41	2461	flexuosus	0	Pecten	0			F. M'Coy in Griffith	Not. foss. Mtn. Lst. Ireland, 1842, 14 [<em>n. n.</em>]. ; Syn. Carb. Lst. foss. Ireland, 1844, 93	Griffith		Not. foss. Mtn. Lst. Ireland			1842	14	[<em>n. n.</em>].		Syn. Carb. Lst. foss. Ireland, 1844, 93				Not foss Mtn Lst Ireland				1	2	flexuosus Pecten, F. M'Coy in Griffith, Not. foss. Mtn. Lst. Ireland, 1842, 14 [<em>n. n.</em>]. ; Syn. Carb. Lst. foss. Ireland, 1844, 93.	0	70	0		0
176637	1	SIL34_02_10_0224	43	2470	fluviatilis	0	Anguillula	0			Müll. 1786	in Index Anim. I. 1902, 382 [<em>delete ; non spec.].</em>			in Index Anim. I.			1902	382							Index Anim	[<em>delete, non spec.</em>]			0	6	fluviatilis Anguillula, Müll. 1786 ; in Index Anim. I. 1902, 382 [<em>delete ; non spec.].</em>	0	70	0		0
