uid	Status	Filename	Sequence	Page	NameString	NameStringSic	Genus	GenusSic	Subgenus	OrigAuthor	CombAuthor	Citation	Cit1Author	Cit1NameString	Cit1Title	Cit1Volume	Cit1Number	Cit1Date	Cit1Pages	Cit1Status	Cit1Other	Cit2	Cit3	Cit4	varr	publication	leftovers	AfterDash	bid	extra_lines_flag	Iteration	Unicode	AdditionCorrection	TaxonRankID	IsHomonym	RLPComments	Flag
357175	1	SIL34_02_24_0086	7	5994	siphunculus	0	Polia	0			S. d. Chiaje	Mem. An. s. vert. Napoli, II (—) 1827, 427			Mem. An. s. vert. Napoli, II	(—)		1827	427							Mem An s vert Napoli				0	1	siphunculus Polia, S. d. Chiaje, Mem. An. s. vert. Napoli, II (—) 1827, 427.	0	70	0		0
357179	1	SIL34_02_24_0086	11	5994	Siproeta	0		0			J. Huebner	Exot. Schmett. II. Tab. [48]			Exot. Schmett. II. Tab. [48]			1822-26 <em>teste</em> Scudder].		[<em>n. et f.</em>]						Exot Schmett II Tab		Lep.		0	2	Siproeta J. Huebner, Exot. Schmett. II. Tab. [48].—Lep. [<em>n. et f.</em>] ; 1822-26 <em>teste</em> Scudder].	0	60	0		0
357253	1	SIL34_02_24_0087	30	5995	sismondianus	0	Fusus	0			J. P. S. de Grateloup	Atlas to Conch. foss. tert. Adour, 1840-46 [<em>vero propius</em> 1847], Turbinelles, pl. ii			Atlas to Conch. foss. tert. Adour			1840-46 [<em>vero propius</em> 1847]	Turbinelles, pl. ii							Atlas to Conch foss tert Adour				1	1	sismondianus Fusus, J. P. S. de Grateloup, Atlas to Conch. foss. tert. Adour, 1840-46 [<em>vero propius</em> 1847], Turbinelles, pl. ii.	0	70	0		0
357475	1	SIL34_02_24_0091	39	5999	smaragdina	0	Bulla	0			E. Rueppell & Leuckart	Atlas zu Rueppell, Reise (Senckenb. Nat. Ges.), Wirbellose Thiere (—) 1830 <em>vel</em> 1831, 26			Atlas zu Rueppell, Reise (Senckenb. Nat. Ges.), Wirbellose Thiere	(—)		1830 <em>vel</em> 1831	26							Atlas zu Rueppell				0	1	smaragdina Bulla, E. Rueppell & Leuckart, Atlas zu Rueppell, Reise (Senckenb. Nat. Ges.), Wirbellose Thiere (—) 1830 <em>vel</em> 1831, 26.	0	70	0		0
357764	1	SIL34_02_24_0097	21	6005	Smyrna	0		0			J. Huebner	Exot. Schmett. II. Tab. [65]			Exot. Schmett. II. Tab. [65]			Scudder <em>dict.</em> 1822-26].		[<em>n. et f.</em>]						Exot Schmett II Tab		Lep.		0	2	Smyrna J. Huebner, Exot. Schmett. II. Tab. [65].—Lep. [<em>n. et f.</em> ; Scudder <em>dict.</em> 1822-26].	0	60	0		0
357837	1	SIL34_02_24_0098	42	6006	sobrina	0	Nerita	0			A. E. Férussac in G. P. Deshayes in A. E. Férussac	H. N. g. et p. Moll., wrapper of Nov. 20, 1823	G. P. Deshayes in A. E. Férussac		H. N. g. et p. Moll.			wrapper of Nov. 20, 1823		[<em>n. et f.</em>]						H N g et p Moll				1	1	sobrina Nerita, A. E. Férussac in G. P. Deshayes in A. E. Férussac, H. N. g. et p. Moll., wrapper of Nov. 20, 1823 [<em>n. et f.</em>].	0	70	0		0
358862	1	SIL34_02_24_0120	26	6028	sordida	0	Chelonia (Huebn.)	0			J. A. Boisduval	Ic. hist. lépidopt. Europe, II (—) 1835, 132			Ic. hist. lépidopt. Europe, II	(—)		1835	132							Ic hist lépidopt Europe		Bombyx.		1	1	sordida Chelonia (Huebn.), J. A. Boisduval, Ic. hist. lépidopt. Europe, II (—) 1835, 132.—Bombyx.	0	70	0		0
358881	1	SIL34_02_24_0120	45	6028	sordida	0	Doris	0			E. Rueppell in Leuckart	Atlas zu Rueppell, Reise (Senckenb. Nat. Ges.) Wirbellose Thiere (—) 1830 <em>vel</em> 1831, 34	Leuckart		Atlas zu Rueppell, Reise (Senckenb. Nat. Ges.) Wirbellose Thiere	(—)		1830 <em>vel</em> 1831	34							Atlas zu Rueppell				1	1	sordida Doris, E. Rueppell in Leuckart, Atlas zu Rueppell, Reise (Senckenb. Nat. Ges.) Wirbellose Thiere (—) 1830 <em>vel</em> 1831, 34.	0	70	0		0
359035	1	SIL34_02_24_0124	29	6032	sororiella	0	Pempelia	0			H. T. Stainton	The Zoologist, VII (—) 1849, 2628			The Zoologist, VII	(—)		1849	2628							The Zoologist				0	1	sororiella Pempelia, H. T. Stainton, The Zoologist, VII (—) 1849, 2628.	0	70	0		0
359076	1	SIL34_02_24_0125	32	6033	souleyetii	0	Dendrocolaptes	0			De la Fresnaye in Des Murs	Icon. Ornith., liver. 12 (<em>post</em> Dec	Des Murs		Icon. Ornith.	liver. 12		(<em>post</em> Dec. 1848, <em>i. e.</em> 1849)								Icon Ornith				0	1	souleyetii Dendrocolaptes, De la Fresnaye in Des Murs, Icon. Ornith., liver. 12 (<em>post</em> Dec.	0	70	0		0
360287	1	SIL34_02_24_0149	8	6057	spermophoros	0	Corallina	0			E. J. C. Esper	Pflanzenth. Cor., tab. X.			Pflanzenth. Cor.			[n. d., 1810?]	tab. X.							Pflanzenth Cor				0	1	spermophoros Corallina, E. J. C. Esper, Pflanzenth. Cor., tab. X. [n. d., 1810?].	0	70	0		0
360843	1	SIL34_02_24_0159	49	6067	spicula	0	Phalaena Noctua	0			E. J. C. Esper	Die Schmett. IV (—) [<em>post</em> 1800], 591			Die Schmett. IV	(—)		[<em>post</em> 1800]	591							Die Schmett				0	1	spicula Phalaena Noctua, E. J. C. Esper, Die Schmett. IV (—) [<em>post</em> 1800], 591.	0	70	0		0
361143	1	SIL34_02_24_0166	42	6074	spinifer	0	Reduvius	0			Palisot de B.	Ins. Afr. Amér. (—) 1806, 15			Ins. Afr. Amér.	(—)		1806	15							Ins Afr Amér				0	1	spinifer Reduvius, Palisot de B., Ins. Afr. Amér. (—) 1806, 15.	0	70	0		0
361295	1	SIL34_02_24_0169	43	6077	spinipennis	0	Melolontha	0			H. Gory	Revue Entom. I (—) ? 1833, Descr. d'esp. nouv., no. 12			Revue Entom. I	(—)		? 1833								Revue Entom	Descr. d'esp. nouv., no. 12			0	1	spinipennis Melolontha, H. Gory, Revue Entom. I (—) ? 1833, Descr. d'esp. nouv., no. 12.	0	70	0		0
361364	1	SIL34_02_24_0171	10	6079	spinipes	0	Lygaeus	0			Palisot de B.	Ins. Afr. Amér. (—) 1813-20, 203			Ins. Afr. Amér.	(—)		1813-20	203							Ins Afr Amér				0	1	spinipes Lygaeus, Palisot de B., Ins. Afr. Amér. (—) 1813-20, 203.	0	70	0		0
361892	1	SIL34_02_24_0182	51	6090	spinulosa	0	Lobularia	0			S. d. Chiaje	Mem. An. s. vert. Napoli, III (—) 1828, 18			Mem. An. s. vert. Napoli, III	(—)		1828	18							Mem An s vert Napoli				0	1	spinulosa Lobularia, S. d. Chiaje, Mem. An. s. vert. Napoli, III (—) 1828, 18.	0	70	0		0
362368	1	SIL34_02_24_0193	27	6101	splendens	0	Scarabaeus	0			Palisot de B.	Ins. Afr. Amér. (—) 1809, 89			Ins. Afr. Amér.	(—)		1809	89							Ins Afr Amér				0	1	splendens Scarabaeus, Palisot de B., Ins. Afr. Amér. (—) 1809, 89.	0	70	0		0
362743	1	SIL34_02_24_0201	36	6109	spretus	0	Hister	0			J. Le Conte	Proc. Boston Soc. N. H. I (—) 1844, 186 ; Boston Journ. N. H. V (1) 1845, 53			Proc. Boston Soc. N. H. I	(—)		1844	186			Boston Journ. N. H. V (1) 1845, 53				Proc Boston Soc N H				1	2	spretus Hister, J. Le Conte, Proc. Boston Soc. N. H. I (—) 1844, 186 ; Boston Journ. N. H. V (1) 1845, 53.	0	70	0		0
363183	1	SIL34_02_24_0210	17	6118	squamiger	0	Trichius	0			Palisot de B.	Ins. Afr. Amér. (—) 1807, 60			Ins. Afr. Amér.	(—)		1807	60							Ins Afr Amér				0	1	squamiger Trichius, Palisot de B., Ins. Afr. Amér. (—) 1807, 60.	0	70	0		0
363247	1	SIL34_02_25_0003	31	6119	squamosa	0	Columba	0			C. J. Temminck in Knip	Les Pigeons, II (—) 1811, 127	Knip		Les Pigeons, II	(—)		1811	127							Les Pigeons				0	1	squamosa Columba, C. J. Temminck in Knip, Les Pigeons, II (—) 1811, 127.	0	70	0		0
363289	1	SIL34_02_25_0004	27	6120	squamosa	0	Nereis	0			S. d. Chiaje	Mem. An. s. vert. Napoli, II (—) 1827, 425			Mem. An. s. vert. Napoli, II	(—)		1827	425							Mem An s vert Napoli				0	1	squamosa Nereis, S. d. Chiaje, Mem. An. s. vert. Napoli, II (—) 1827, 425.	0	70	0		0
363646	1	SIL34_02_25_0011	28	6127	stanleyi	0	Gallus	0			J. E. Gray	Ill. Indian Zool. I (10) 1832 (pl. 43).			Ill. Indian Zool. I (10)			1832	(pl. 43).							Ill Indian Zool				0	12	stanleyiGallus, J. E. Gray, Ill. Indian Zool. I (10) 1832 (pl. 43).	0	70	0		0
363765	1	SIL34_02_25_0013	48	6129	Steganura	0		0			H. G. L. Reichenbach	Avium Syst. Nat., June 1850, pl. Ixxvi. A.			Avium Syst. Nat.			June 1850	pl. Ixxvi. A.							Avium Syst Nat	[Ploceidae]			0	1	Steganura H. G. L. Reichenbach, Avium Syst. Nat., June 1850, pl. Ixxvi. A. [Ploceidae].	0	60	0		0
363811	1	SIL34_02_25_0014	43	6130	stelenes	0	Najas	0			J. Huebner	Exot. Schmett., Tab. Najas			Exot. Schmett. Tab. Najas			[<em>die non det.</em>]		[<em>n. et f.</em>].						Exot Schmett				0	1	stelenes Najas, J. Huebner, Exot. Schmett., Tab. Najas [<em>die non det.</em>] [<em>n. et f.</em>].	0	70	0		0
364218	1	SIL34_02_25_0022	35	6138	Stenocephalus	0		0			J. J. Tschudi	Classif. Batrach. 1838, 49.—<em>ex</em> Mém. Soc. H. N. Neuchatel, II. 1839			Tav. sin. Hem.			1850								Classif Batrach		R.		1	1	Stenocephalus J. J. Tschudi, Classif. Batrach. 1838, 49.—<em>ex</em> Mém. Soc. H. N. Neuchatel, II. 1839.—R.	0	60	1		0
364665	1	SIL34_02_25_0027	1	6143	stentzii	0	Zygaena	0			Herrich-S.	Syst. Bearb. Schmett. Europ. II (—) 1846, 40			Syst. Bearb. Schmett. Europ. II	(—)		1846	40							Syst Bearb Schmett Europ				0	1	stentzii Zygaena, Herrich-S., Syst. Bearb. Schmett. Europ. II (—) 1846, 40.	0	70	0		0
365095	1	SIL34_02_25_0035	23	6151	stigma	0	Cetonia	0			Palisot de B.	Ins. Air. Amér. (—) 1806, 28			Ins. Afr. Amér.	(—)		1806	28							Ins Air Amér				0	1	stigma Cetonia, Palisot de B., Ins. Air. Amér. (—) 1806, 28.	0	70	0		0
365662	1	SIL34_02_25_0200	19	6316	sulfurata	0	Serpula	0			H. M. Edwards	in Cuvier, R&#x000E8;gne Anim., disciples' ed., Ann&#x000E9;l., desc. to pl. 3 (? 1839).	in Cuvier		Règne Anim., disciples' ed., Annél.			(? 1839)	desc. to pl. 3							Cuvier				1	12	sulfurataSerpula, H. M. Edwards in Cuvier, Règne Anim., disciples' ed., Annél., desc. to pl. 3 (? 1839).	0	70	0		0
365666	1	SIL34_02_25_0200	23	6316	sulphureicornis	0	Pepsis	0			Palisot de B.	Ins. Afr. Amér. (—) 1809, 95			Ins. Afr. Amér.	(—)		1809	95							Ins Afr Amér				0	1	sulphureicornis Pepsis, Palisot de B., Ins. Afr. Amér. (—) 1809, 95.	0	70	0		0
365712	1	SIL34_02_25_0223	3	6339	swainsonii	0	Pachyrhynchus	0			Jardine & Selby	III. Orn., sign. D (1830).			III. Orn.			(1830)	sign. D							III Orn				0	12	swainsonii Pachyrhynchus, Jardine & Selby, III. Orn., sign. D (1830).	0	70	0		0
365806	1	SIL34_02_25_0041	40	6157	staechadis	1	Zygaena	0			J. A. Boisduval	Ic. hist, lépidopt. Europe, II (—) 1834, 71			Ic. hist, lépidopt. Europe, II	(—)		1834	71							Ic hist				0	1	staechadis (<em>sic</em>) Zygaena, J. A. Boisduval, Ic. hist, lépidopt. Europe, II (—) 1834, 71.	0	70	0		0
366187	1	SIL34_02_25_0049	11	6165	Streblota	0		0			J. Huebner	Exot. Schmett. III. Tab.			Exot. Schmett. III. Tab.			[<em>die indet</em>.]								Exot Schmett III Tab		Lep.		0	1	Streblota J. Huebner, Exot. Schmett. III. Tab. [<em>die indet</em>.].—Lep.	0	60	0		0
366560	1	SIL34_02_25_0056	40	6172	striatula	0	Copris	0			Palisot de B.	Ins. Afr. Amér. (—) 1809, 92			Ins. Afr. Amér.	(—)		1809	92							Ins Afr Amér				0	1	striatula Copris, Palisot de B., Ins. Afr. Amér. (—) 1809, 92.	0	70	0		0
366785	1	SIL34_02_25_0061	53	6177	striatus	0	Caesio	0			E. Rueppell in Atlas zu Rueppell	Reise (Senckenb. Nat. Ges.) Fische (—) 1830 <em>vel</em> 1831, 131	Atlas zu Rueppell		Reise (Senckenb. Nat. Ges.) Fische	(—)		1830 <em>vel</em> 1831	131							Reise				1	1	striatus Caesio, E. Rueppell in Atlas zu Rueppell, Reise (Senckenb. Nat. Ges.) Fische (—) 1830 <em>vel</em> 1831, 131.	0	70	0		0
367452	1	SIL34_02_25_0074	33	6190	striata	0	Tetrix	0			Palisot de B.	Ins. Afr, Amér. (—) 1813-20, 232			Ins. Afr. Amér.	(—)		1813-20	232							Ins Afr				0	1	striata Tetrix, Palisot de B., Ins. Afr, Amér. (—) 1813-20, 232.	0	70	0		0
368186	1	SIL34_02_25_0088	38	6204	striolata	0	Voluta (Risso)	0			S. d. Chiaje	Mem. An. s. vert. Napoli, III (—) 1828, 220			Mem. An. s. vert. Napoli, III	(—)		1828	220							Mem An s vert Napoli		[Mangelia.		1	1	striolata Voluta (Risso), S. d. Chiaje, Mem. An. s. vert. Napoli, III (—) 1828, 220.—[Mangelia.	0	70	0		0
368288	1	SIL34_02_25_0090	36	6206	stromboides	0	Fusus	0			J. P. S. de Grateloup	Atlas to Conch, foss. tert. Adour, 1840-46 [<em>vero propius</em> 1847] Turbinellus, pl. iii			Atlas to Conch. foss. tert. Adour			1840-46 [<em>vero propius</em> 1847]	Turbinellus, pl. iii							Atlas to Conch				1	1	stromboides Fusus, J. P. S. de Grateloup, Atlas to Conch, foss. tert. Adour, 1840-46 [<em>vero propius</em> 1847] Turbinellus, pl. iii.	0	70	0		0
368337	1	SIL34_02_25_0091	31	6207	Strongylomma	0		0			M. Spinola	Tav. sin. Hem. 1850,—<em>ex</em> Mem. Soc. Ital. Sci. XXV (1) 1852, [99			Tav. sin. Hem.			1850								Tav sin Hem	<em>ex</em> Mem. Soc. Ital. Sci. XXV (1) 1852, [99	Hem.		1	1	Strongylomma M. Spinola, Tav. sin. Hem. 1850,—<em>ex</em> Mem. Soc. Ital. Sci. XXV (1) 1852, [99.—Hem.	0	60	0		0
368340	1	SIL34_02_25_0091	34	6207	Strongylopus	0		0			J. J. Tschudi	Classif. Batrach. 1838,—<em>ex</em> Mém. Soc. Sci. Nat. Neuchütel, II. 1839 [1840], 38 & 78			Classif. Batrach.			1838								Classif Batrach	<em>ex</em> Mém. Soc. Sci. Nat. Neuchütel, II. 1839 [1840], 38 & 78	R.		1	1	Strongylopus J. J. Tschudi, Classif. Batrach. 1838,—<em>ex</em> Mém. Soc. Sci. Nat. Neuchütel, II. 1839 [1840], 38 & 78.—R.	0	60	0		0
368522	1	SIL34_02_25_0095	13	6211	stupida	0	Euclidia	0			Herrich-S.	Syst. Bearb. Schmett. Europ. II (—) 1850-51, 423			Syst. Bearb. Schmett. Europ. II	(—)		1850-51	423							Syst Bearb Schmett Europ				0	1	stupida Euclidia, Herrich-S., Syst. Bearb. Schmett. Europ. II (—) 1850-51, 423.	0	70	0		0
368541	1	SIL34_02_25_0095	32	6211	Sturmella	0		0			M. Spinola	Tav. sin. Hem. 1850,—<em>ex</em> Mem. Soc. Ital. Sci. XXV (1) 1852, 95			Tav. sin. Hem.			1850								Tav sin Hem	<em>ex</em> Mem. Soc. Ital. Sci. XXV (1) 1852, 95	[Hem.		1	1	Sturmella M. Spinola, Tav. sin. Hem. 1850,—<em>ex</em> Mem. Soc. Ital. Sci. XXV (1) 1852, 95.—[Hem.	0	60	0		0
368762	1	SIL34_02_25_0100	34	6216	suava	0	Leptosia (Huebn.)	0			Herrich-S.	Syst. Bearb. Schmett. Europ. II (—) 1850-51, 433			Syst. Bearb. Schmett. Europ. II	(—)		1850-51	433							Syst Bearb Schmett Europ		Noctua.		1	1	suava Leptosia (Huebn.), Herrich-S., Syst. Bearb. Schmett. Europ. II (—) 1850-51, 433.—Noctua.	0	70	0		0
368827	1	SIL34_02_25_0101	49	6217	subaeneus	0	Copris	0			Palisot de B.	Ins. Afr. Amér. (—) 1812, 105			Ins. Afr. Amér.	(—)		1812	105							Ins Afr Amér				0	1	subaeneus Copris, Palisot de B., Ins. Afr. Amér. (—) 1812, 105.	0	70	0		0
369230	1	SIL34_02_25_0110	8	6226	subcarinata	0	Melanopsis	0			G. P. Deshayes in A. E. Férussac	H. N. g. et p. Moll., wrapper of livr. 21, 1823	A. E. Férussac		H. N. gen. et part. Moll.			wrapper of livr. 21, 1822		[<em>n. et f.</em>]						H N g et p Moll				0	1	subcarinata Melanopsis, G. P. Deshayes in A. E. Férussac, H. N. g. et p. Moll., wrapper of livr. 21, 1823 [<em>n. et f.</em>].	0	70	0		0
369555	1	SIL34_02_25_0117	2	6233	subcrista	0	Cynops (Schl.)	0			J. J. Tschudi	Classif. Batrach. 1838,—<em>ex</em> Mém. Soc. Sci. Nat. Neuchâtel, II. 1839 [1840], 59			Classif. Batrach.			1838								Classif Batrach	<em>ex</em> Mém. Soc. Sci. Nat. Neuchâtel, II. 1839 [1840], 59	Salamandra subcristata.		1	1	subcrista Cynops (Schl.), J. J. Tschudi, Classif. Batrach. 1838,—<em>ex</em> Mém. Soc. Sci. Nat. Neuchâtel, II. 1839 [1840], 59.—Salamandra subcristata.	0	70	0		0
369685	1	SIL34_02_25_0120	26	6236	subdepressa	0	Natica	0			J. P. S. de Grateloup	Atlas to Conch, foss. tert. Adour, 1840-46 [<em>vero propius</em> 1847], Natices, pi. 3			Atlas to Conch. foss. tert. Adour			1840-46 [<em>vero propius</em> 1847]	Natices, pi. 3							Atlas to Conch		Ampullaria, 1828.		1	1	subdepressa Natica, J. P. S. de Grateloup, Atlas to Conch, foss. tert. Adour, 1840-46 [<em>vero propius</em> 1847], Natices, pi. 3.—Ampullaria, 1828.	0	70	0		0
369709	1	SIL34_02_25_0121	14	6237	subdichotoma	0	Spongia	0			S. d. Chiaje	Mem. An. s. vert. Napoli, III (—) 1828, 114			Mem. An. s. vert. Napoli, III	(—)		1828	114							Mem An s vert Napoli				0	1	subdichotoma Spongia, S. d. Chiaje, Mem. An. s. vert. Napoli, III (—) 1828, 114.	0	70	0		0
370107	1	SIL34_02_25_0128	52	6244	subglobosa	0	Cypraea	0			J. P. S. de Grateloup	Atlas to Conch, foss. tert. Adour, 1840-46 [<em>vero propius</em> 1847], Porcellaines, pl. i			Atlas to Conch. foss. tert. Adour			1840-46 [<em>vero propius</em> 1847]	Porcellaines, pl. i							Atlas to Conch				1	1	subglobosa Cypraea, J. P. S. de Grateloup, Atlas to Conch, foss. tert. Adour, 1840-46 [<em>vero propius</em> 1847], Porcellaines, pl. i.	0	70	0		0
370195	1	SIL34_02_25_0130	33	6246	subhemisphaericus	0	Hister	0			Palisot de B.	Ins. Afr. Amer. (—) 1813-20, 180			Ins. Afr. Amer.	(—)		1813-20	180							Ins Afr Amer				0	1	subhemisphaericus Hister, Palisot de B., Ins. Afr. Amer. (—) 1813-20, 180.	0	70	0		0
370372	1	SIL34_02_25_0134	3	6250	sublaevis	0	Lucanus	0			Palisot de B.	Ins. Afr. Amér. (—) 1806, 3			Ins. Afr. Amér.	(—)		1806	3							Ins Afr Amér				0	1	sublaevis Lucanus, Palisot de B., Ins. Afr. Amér. (—) 1806, 3.	0	70	0		0
370403	1	SIL34_02_25_0134	34	6250	sublaevis	0	Scarites	0			Palisot de B.	Ins. Afr. Amér. (—) 1812, 107			Ins. Afr. Amér.	(—)		1812	107							Ins Afr Amér				0	1	sublaevis Scarites, Palisot de B., Ins. Afr. Amér. (—) 1812, 107.	0	70	0		0
370405	1	SIL34_02_25_0134	36	6250	sublaevis	0	Tenebrio	0			Palisot de B.	Ins. Afr. Amér. (—) 1813-20, 163			Ins. Afr. Amér.	(—)		1813-20	163							Ins Afr Amér				0	1	sublaevis Tenebrio, Palisot de B., Ins. Afr. Amér. (—) 1813-20, 163.	0	70	0		0
370409	1	SIL34_02_25_0134	40	6250	sublaevis	0	Trogossita	0			Palisot de B.	Ins. Afr. Amér. (—) 1813, 126			Ins. Afr. Amér.	(—)		1813	126							Ins Afr Amér				0	1	sublaevis Trogossita, Palisot de B., Ins. Afr. Amér. (—) 1813, 126.	0	70	0		0
370660	1	SIL34_02_25_0139	29	6255	subnigra	0	Trogossita	0			Palisot de B.	Ins. Afr. Amér. (—) 1813, 127			Ins. Afr. Amér.	(—)		1813	127							Ins Afr Amér				0	1	subnigra Trogossita, Palisot de B., Ins. Afr. Amér. (—) 1813, 127.	0	70	0		0
370934	1	SIL34_02_25_0145	45	6261	subplicata	0	Spongia	0			S. d. Chiaje	Mem. An. s. vert. Napoli, III (—) 1828, 113			Mem. An. s. vert. Napoli, III	(—)		1828	113							Mem An s vert Napoli				0	1	subplicata Spongia, S. d. Chiaje, Mem. An. s. vert. Napoli, III (—) 1828, 113.	0	70	0		0
370962	1	SIL34_02_25_0146	19	6262	subpunctaria	0	Acidalia	0			Herrich-S.	Syst. Bearb. Schmett. Europ. III (—) 1847, 23			Syst. Bearb. Schmett. Europ. III	(—)		1847	23							Syst Bearb Schmett Europ				0	1	subpunctaria Acidalia, Herrich-S., Syst. Bearb. Schmett. Europ. III (—) 1847, 23.	0	70	0		0
371485	1	SIL34_02_25_0156	30	6272	subspinosus	0	Elater	0			Palisot de B.	Ins. Afr. Amér. (—) 1807, 78			Ins. Afr. Amér.	(—)		1807	78							Ins Afr Amér				0	1	subspinosus Elater, Palisot de B., Ins. Afr. Amér. (—) 1807, 78.	0	70	0		0
371494	1	SIL34_02_25_0156	39	6272	subspinosa	0	Nepa	0			Palisot de B.	Ins. Afr. Amér. (—) 1813-20, 236			Ins. Afr. Amér.	(—)		1813-20	236							Ins Afr Amér				0	1	subspinosa Nepa, Palisot de B., Ins. Afr. Amér. (—) 1813-20, 236.	0	70	0		0
371634	1	SIL34_02_25_0159	22	6275	sub-striatum	0	Omalium	0			Dejean	Catal. Coléopt. 1821, 26 [<em>n. n</em>].			Catal. Coléopt. 1821, 26			1821	26	[<em>n. n.</em>].						Catal Coléopt				0	1	sub-striatum, Omalium, Dejean, Catal. Coléopt. 1821, 26 [<em>n. n</em>].	0	70	0		0
371659	1	SIL34_02_25_0159	47	6275	sub-striatum	0	Sphaeridium	0			Dejean	Catal. Coléopt. 1821, 51 [<em>n. n.</em>].			Catal. Coléopt. 1821, 51			1821	51	[<em>n. n.</em>].						Catal Coléopt				0	1	sub-striatum, Sphaeridium, Dejean, Catal. Coléopt. 1821, 51 [<em>n. n.</em>].	0	70	0		0
371663	1	SIL34_02_25_0159	51	6275	substriata	0	Tellimya (Mont.)	0			T. Brown	Ill. Conch. G. B. I. 1827, pi. xvi, f. 23.			Ill. Conch. G. B. I.			1827	pi. xvi, f. 23							Ill Conch G B		Ligula.		0	1	substriata, Tellimya (Mont.), T. Brown, Ill. Conch. G. B. I. 1827, pi. xvi, f. 23.	0	70	0		0
371664	1	SIL34_02_25_0159	52	6275	sub-striata	0	Tentyria	0			Dejean	Catal. Coléopt. 1821, 64 [<em>n. n.</em>].			Catal. Coléopt. 1821, 64			1821	64	[<em>n. n.</em>].						Catal Coléopt				0	1	sub-striata, Tentyria, Dejean, Catal. Coléopt. 1821, 64 [<em>n. n.</em>].	0	70	0		0
371677	1	SIL34_02_25_0160	13	6276	substricta	0	Melania	0			S. S. Haldeman	Mon. f.-w. univ. Moll. U. S., wrapper of (7) Jan. 1844, [4]			Mon. f.-w. univ. Moll. U. S.			wrapper of (7) Jan. 1844	[4]							Mon f-w univ Moll U S				1	1	substricta Melania, S. S. Haldeman, Mon. f.-w. univ. Moll. U. S., wrapper of (7) Jan. 1844, [4].	0	70	0		0
373548	1	SIL34_02_25_0198	25	6314	sulcosa	0	Phasianella	0			J. W. Mighels	Proc. Boston Soc. N. H. I (—) 1844, 129 ;  Boston Journ. N. H. IV (3) 1843, 348			Proc. Boston Soc. N. H. I	(—)		1844	129			Boston Journ. N. H. IV (3) 1843, 348				Proc Boston Soc N H				0	2	sulcosa Phasianella, J. W. Mighels, Proc. Boston Soc. N. H. I (—) 1844, 129 ;  Boston Journ. N. H. IV (3) 1843, 348.	0	70	0		0
373605	1	SIL34_02_25_0200	41	6316	sulphurea	0	Aphrodes	0			J. Curtis	Brit. Entom. XIV (158) Feb. 1837, no. 633.			Brit. Entom. XIV (158)		no. 633	Feb. 1837								Brit Entom				0	12	sulphureaAphrodes, J. Curtis, Brit. Entom. XIV (158) Feb. 1837, no. 633.	0	70	0		0
373609	1	SIL34_02_25_0200	45	6316	sulphurea	0	Chama	0			L. Reeve	Conch. Icon. IV.&#x2014;Chama, no. 14. Dec. 1846.			Conch. Icon. IV.—Chama		no. 14	Dec. 1846								Conch Icon IV&#x				0	12	sulphureaChama, L. Reeve, Conch. Icon. IV.—Chama, no. 14. Dec. 1846.	0	70	0		0
373646	1	SIL34_02_25_0201	33	6317	sulfurea	0	Papilio	0			Palisot de B.	Ins. Afr. Amér. (—) 1806, 40			Ins. Afr. Amér.	(—)		1806	40							Ins Afr Amér				0	1	sulfurea Papilio, Palisot de B., Ins. Afr. Amér. (—) 1806, 40.	0	70	0		0
373657	1	SIL34_02_25_0201	44	6317	sulphureus	0	Tabanus	0			Palisot de B.	Ins. Afr. Amér. (—) 1813-20, 222			Ins. Afr. Amér.	(—)		1813-20	222							Ins Afr Amér				0	1	sulphureus Tabanus, Palisot de B., Ins. Afr. Amér. (—) 1813-20, 222.	0	70	0		0
373849	1	SIL34_02_25_0205	38	6321	sunderal	0	Hi	0			Euprepes	A. Smith, 111. Zool. S. Afr. (Rept.), App., p. II, 1849.			A. Smith, 111. Zool. S. Afr. (Rept.)			1849	App., p. II							A Smith				0	12	sunderalHi Euprepes, A. Smith, 111. Zool. S. Afr. (Rept.), App., p. II, 1849.	0	70	0		0
373883	1	SIL34_02_25_0206	18	6322	superba	0	Columba	0			C. J. Temminck in Knip	Les Pigeons, II (—) 1810, 75	Knip		Les Pigeons, II	(—)		1810	75							Les Pigeons				0	1	superba Columba, C. J. Temminck in Knip, Les Pigeons, II (—) 1810, 75.	0	70	0		0
374441	1	SIL34_02_25_0219	34	6335	suturalis	0	Natica	0			J. P. S. de Grateloup	Atlas to Conch. foss. tert. Adour, 1840—46 [<em>vero propius</em> 1847), Natices, p11. 5			Atlas to Conch. foss. tert. Adour			1840-46 [<em>vero propius</em> 1847]	Natices, p11. 5							Atlas to Conch foss tert Adour				0	1	suturalis Natica, J. P. S. de Grateloup, Atlas to Conch. foss. tert. Adour, 1840—46 [<em>vero propius</em> 1847), Natices, p11. 5.	0	70	0		0
374581	1	SIL34_02_25_0223	23	6339	swainsonii	0	Trichoglossus	0			Jardine & Selby	III. Orn., pl. 112 (1831).			III. Orn.			(1831)	pl. 112							III Orn				0	12	swainsonii Trichoglossus, Jardine & Selby, III. Orn., pl. 112 (1831).	0	70	0		0
